disruption_id,service_code,operator,disruption_type,start_time,duration_min,severity,affected_stops,resolved
D010736,N16,MidCity Transit,Police Incident,2024-12-20 22:26:00,69,Low,5,True
D010737,N7,MidCity Transit,Accident,2024-12-28 00:37:00,27,High,18,True
D010738,N2,Capital Night Buses,Police Incident,2024-12-15 23:47:00,103,Medium,5,True
D010739,N4,NightLine Ltd,Road Closure,2024-11-19 04:33:00,31,Low,15,True
D010740,N27,Capital Night Buses,Flooding,2024-11-28 02:33:00,78,Low,6,True
D010741,N27,NightLine Ltd,Flooding,2024-12-29 04:52:00,9,Low,11,True
D010742,N7,StarRoute Services,Road Closure,2024-10-10 04:14:00,61,Medium,4,False
D010743,N30,StarRoute Services,Vehicle Breakdown,2024-11-07 05:43:00,20,Medium,15,True
D010744,N24,Capital Night Buses,Flooding,2024-11-27 23:27:00,162,Low,12,True
D010745,N21,NightLine Ltd,Road Closure,2024-10-13 01:15:00,88,Medium,11,True
D010746,N22,UrbanNight Express,Special Event,2024-10-19 02:34:00,105,High,8,True
D010747,N29,Capital Night Buses,Accident,2024-11-04 00:52:00,87,Low,16,True
D010748,N28,Capital Night Buses,Accident,2024-11-16 04:34:00,153,Medium,19,True
D010749,N15,MidCity Transit,Police Incident,2024-11-13 00:22:00,61,High,14,True
D010750,N28,MidCity Transit,Flooding,2024-12-10 02:01:00,163,Low,18,True
D010751,N9,Capital Night Buses,Accident,2024-12-24 00:30:00,26,Medium,18,True
D010752,N10,MidCity Transit,Police Incident,2024-12-21 00:58:00,32,Low,12,True
D010753,N2,NightLine Ltd,Vehicle Breakdown,2024-11-10 00:27:00,47,Low,3,True
D010754,N17,StarRoute Services,Road Closure,2024-10-06 02:09:00,177,Low,7,False
D010755,N14,Capital Night Buses,Road Closure,2024-10-17 01:12:00,162,Low,1,True
D010756,N13,Capital Night Buses,Road Closure,2024-11-18 00:33:00,126,Low,7,True
D010757,N30,MidCity Transit,Flooding,2024-12-25 00:51:00,61,Low,15,True
D010758,N12,UrbanNight Express,Road Closure,2024-12-16 05:43:00,51,Medium,6,True
D010759,N4,StarRoute Services,Vehicle Breakdown,2024-11-09 23:03:00,39,High,1,False
D010760,N29,StarRoute Services,Police Incident,2024-10-27 23:06:00,62,Medium,4,True
D010761,N9,StarRoute Services,Flooding,2024-12-13 03:02:00,38,Low,5,True
D010762,N2,Capital Night Buses,Special Event,2024-12-05 00:30:00,168,Medium,16,False
D010763,N3,MidCity Transit,Police Incident,2024-12-10 01:57:00,96,Low,4,True
D010764,N28,Capital Night Buses,Flooding,2024-11-21 03:47:00,151,Low,16,True
D010765,N7,MidCity Transit,Accident,2024-11-28 05:01:00,38,Medium,6,True
D010766,N28,UrbanNight Express,Special Event,2024-12-01 23:36:00,72,Medium,13,True
D010767,N14,NightLine Ltd,Flooding,2024-11-18 02:31:00,114,Low,16,True
D010768,N22,NightLine Ltd,Special Event,2024-12-07 23:57:00,165,Low,19,True
D010769,N30,MidCity Transit,Flooding,2024-12-31 22:06:00,114,Medium,10,True
D010770,N20,NightLine Ltd,Road Closure,2024-12-23 00:16:00,136,Low,4,True
D010771,N18,UrbanNight Express,Flooding,2024-11-08 22:03:00,40,Medium,2,True
D010772,N4,UrbanNight Express,Special Event,2024-10-16 03:23:00,142,Medium,10,True
D010773,N19,UrbanNight Express,Flooding,2024-11-14 02:24:00,61,Medium,2,True
D010774,N10,MidCity Transit,Vehicle Breakdown,2024-11-23 22:19:00,77,Low,18,True
D010775,N3,Capital Night Buses,Special Event,2024-12-10 03:00:00,35,Low,11,True
D010776,N26,Capital Night Buses,Police Incident,2024-10-03 00:32:00,63,Medium,17,True
D010777,N14,StarRoute Services,Vehicle Breakdown,2024-10-21 05:25:00,77,Medium,13,True
D010778,N25,MidCity Transit,Police Incident,2024-12-20 23:53:00,149,Medium,16,True
D010779,N8,MidCity Transit,Vehicle Breakdown,2024-11-12 02:15:00,48,Medium,10,True
D010780,N10,UrbanNight Express,Vehicle Breakdown,2024-12-05 22:15:00,134,Medium,5,True
D010781,N23,UrbanNight Express,Flooding,2024-11-08 02:08:00,144,Medium,18,True
D010782,N11,UrbanNight Express,Special Event,2024-12-12 23:32:00,11,Medium,12,True
D010783,N28,MidCity Transit,Special Event,2024-11-30 04:43:00,156,Low,3,True
D010784,N4,UrbanNight Express,Road Closure,2024-11-27 22:12:00,59,Low,18,False
D010785,N18,MidCity Transit,Special Event,2024-11-14 03:41:00,154,Low,5,True
D010786,N16,UrbanNight Express,Police Incident,2024-12-07 04:05:00,128,High,14,True
D010787,N21,MidCity Transit,Accident,2024-10-05 01:09:00,34,Medium,4,True
D010788,N28,Capital Night Buses,Police Incident,2024-10-24 22:36:00,164,High,8,True
D010789,N28,StarRoute Services,Flooding,2024-12-30 02:05:00,70,Low,12,True
D010790,N23,NightLine Ltd,Accident,2024-10-17 22:31:00,63,Low,15,True
D010791,N1,StarRoute Services,Flooding,2024-10-19 22:44:00,31,Medium,19,True
D010792,N13,StarRoute Services,Police Incident,2024-10-21 02:57:00,171,Medium,16,True
D010793,N15,MidCity Transit,Accident,2024-12-13 03:40:00,176,Medium,9,False
D010794,N19,MidCity Transit,Road Closure,2024-12-17 03:30:00,173,Medium,2,True
D010795,N28,UrbanNight Express,Vehicle Breakdown,2024-11-01 00:33:00,62,Medium,14,True
D010796,N25,MidCity Transit,Flooding,2024-10-22 03:40:00,123,Low,8,True
D010797,N5,Capital Night Buses,Special Event,2024-11-24 00:55:00,24,Low,8,True
D010798,N16,Capital Night Buses,Road Closure,2024-12-30 04:13:00,16,Medium,15,True
D010799,N30,StarRoute Services,Road Closure,2024-10-02 03:40:00,88,Medium,4,True
D010800,N4,NightLine Ltd,Police Incident,2024-11-06 02:13:00,96,Low,15,True
D010801,N20,StarRoute Services,Police Incident,2024-12-04 04:21:00,81,Low,4,True
D010802,N11,Capital Night Buses,Police Incident,2024-11-02 22:20:00,156,High,7,False
D010803,N30,MidCity Transit,Road Closure,2024-11-23 04:00:00,110,Low,4,True
D010804,N4,MidCity Transit,Flooding,2024-10-15 05:03:00,156,High,5,True
D010805,N25,MidCity Transit,Flooding,2024-11-11 00:08:00,119,Medium,4,True
D010806,N20,Capital Night Buses,Police Incident,2024-11-22 04:34:00,19,Low,18,True
D010807,N11,MidCity Transit,Road Closure,2024-11-27 01:38:00,111,Medium,13,True
D010808,N13,MidCity Transit,Flooding,2024-12-22 01:20:00,11,Medium,12,False
D010809,N21,StarRoute Services,Flooding,2024-12-31 02:34:00,89,High,13,True
D010810,N23,NightLine Ltd,Police Incident,2024-10-05 03:09:00,121,Low,12,True
D010811,N9,Capital Night Buses,Accident,2024-11-04 22:21:00,32,Medium,13,True
D010812,N16,Capital Night Buses,Vehicle Breakdown,2024-12-10 04:59:00,18,Medium,11,True
D010813,N8,UrbanNight Express,Police Incident,2024-12-23 04:24:00,33,Low,14,False
D010814,N24,UrbanNight Express,Vehicle Breakdown,2024-12-08 01:29:00,115,Low,13,True
D010815,N10,Capital Night Buses,Road Closure,2024-10-04 22:29:00,131,Medium,11,False
D010816,N10,StarRoute Services,Accident,2024-12-30 03:55:00,156,Medium,17,True
D010817,N22,Capital Night Buses,Vehicle Breakdown,2024-10-03 04:08:00,166,Medium,14,True
D010818,N5,UrbanNight Express,Flooding,2024-10-03 05:52:00,35,Medium,9,True
D010819,N15,StarRoute Services,Special Event,2024-11-25 03:44:00,165,Low,4,True
D010820,N7,StarRoute Services,Special Event,2024-10-29 03:35:00,94,Low,9,True
D010821,N29,StarRoute Services,Flooding,2024-11-29 22:31:00,68,Medium,16,True
D010822,N2,MidCity Transit,Flooding,2024-11-07 01:38:00,70,Medium,18,True
D010823,N17,UrbanNight Express,Road Closure,2024-12-28 05:15:00,75,High,16,True
D010824,N2,StarRoute Services,Special Event,2024-10-02 04:23:00,112,Low,15,True
D010825,N15,UrbanNight Express,Flooding,2024-11-10 02:56:00,136,Low,19,False
D010826,N14,MidCity Transit,Special Event,2024-11-07 05:16:00,158,Medium,11,True
D010827,N8,MidCity Transit,Police Incident,2024-11-28 23:05:00,83,Low,4,True
D010828,N10,StarRoute Services,Accident,2024-11-01 01:53:00,7,Low,3,True
D010829,N14,MidCity Transit,Road Closure,2024-10-26 01:35:00,143,Low,4,True
D010830,N28,MidCity Transit,Flooding,2024-10-30 22:28:00,14,High,2,True
D010831,N3,StarRoute Services,Road Closure,2024-11-23 22:05:00,60,Medium,11,True
D010832,N11,UrbanNight Express,Accident,2024-12-19 05:12:00,143,Medium,18,True
D010833,N26,MidCity Transit,Flooding,2024-12-31 02:01:00,42,High,14,True
D010834,N25,NightLine Ltd,Accident,2024-11-19 04:07:00,91,Medium,14,True
D010835,N27,MidCity Transit,Vehicle Breakdown,2024-11-18 00:41:00,147,Medium,16,True
D010836,N15,StarRoute Services,Police Incident,2024-12-02 04:58:00,150,Low,1,True
D010837,N6,UrbanNight Express,Flooding,2024-11-30 23:58:00,173,Low,4,False
D010838,N13,NightLine Ltd,Road Closure,2024-12-29 23:43:00,77,Low,15,True
D010839,N8,StarRoute Services,Special Event,2024-11-27 22:47:00,127,Low,19,True
D010840,N25,NightLine Ltd,Flooding,2024-11-10 03:20:00,148,High,3,False
D010841,N17,UrbanNight Express,Accident,2024-11-07 22:11:00,143,Low,7,True
D010842,N23,StarRoute Services,Road Closure,2024-11-26 04:31:00,127,Low,11,False
D010843,N9,StarRoute Services,Special Event,2024-12-11 01:29:00,86,Low,16,True
D010844,N18,UrbanNight Express,Vehicle Breakdown,2024-12-22 03:22:00,63,Medium,17,True
D010845,N21,UrbanNight Express,Police Incident,2024-10-18 05:49:00,81,Low,5,True
D010846,N24,MidCity Transit,Police Incident,2024-10-12 05:04:00,109,Medium,13,True
D010847,N16,UrbanNight Express,Flooding,2024-11-24 04:40:00,146,Medium,12,True
D010848,N13,UrbanNight Express,Accident,2024-12-14 04:08:00,129,Medium,12,True
D010849,N16,NightLine Ltd,Special Event,2024-11-01 01:14:00,103,Low,10,False
D010850,N22,StarRoute Services,Special Event,2024-12-13 23:25:00,156,Low,18,True
D010851,N9,UrbanNight Express,Accident,2024-11-28 04:06:00,47,Medium,7,True
D010852,N26,NightLine Ltd,Vehicle Breakdown,2024-10-30 23:23:00,17,Low,1,False
D010853,N26,Capital Night Buses,Accident,2024-10-14 04:56:00,52,Low,8,False
D010854,N9,StarRoute Services,Vehicle Breakdown,2024-10-23 02:07:00,150,Low,11,True
D010855,N15,Capital Night Buses,Special Event,2024-10-12 22:37:00,128,Medium,12,True
D010856,N15,Capital Night Buses,Flooding,2024-11-10 03:35:00,76,Medium,12,True
D010857,N2,StarRoute Services,Accident,2024-11-01 01:23:00,95,Low,8,True
D010858,N17,StarRoute Services,Road Closure,2024-12-24 05:48:00,141,Medium,13,True
D010859,N15,StarRoute Services,Police Incident,2024-12-22 04:13:00,33,Low,8,True
D010860,N2,Capital Night Buses,Road Closure,2024-10-19 05:06:00,30,Medium,16,True
D010861,N27,NightLine Ltd,Flooding,2024-10-12 22:15:00,26,Low,9,True
D010862,N14,StarRoute Services,Vehicle Breakdown,2024-12-07 02:20:00,39,Low,8,True
D010863,N28,UrbanNight Express,Vehicle Breakdown,2024-10-15 23:21:00,140,Low,3,True
D010864,N10,UrbanNight Express,Flooding,2024-12-26 03:33:00,5,Low,4,True
D010865,N3,StarRoute Services,Accident,2024-12-23 23:52:00,15,Low,8,True
D010866,N19,UrbanNight Express,Accident,2024-12-31 22:42:00,129,Low,4,True
D010867,N24,StarRoute Services,Special Event,2024-12-25 04:33:00,30,Low,14,False
D010868,N17,UrbanNight Express,Special Event,2024-10-10 23:04:00,84,High,13,True
D010869,N22,Capital Night Buses,Road Closure,2024-12-07 00:45:00,116,Low,11,True
D010870,N11,UrbanNight Express,Flooding,2024-10-22 03:55:00,110,Low,14,True
D010871,N5,Capital Night Buses,Police Incident,2024-11-19 00:50:00,170,Low,3,True
D010872,N6,MidCity Transit,Road Closure,2024-12-20 22:14:00,106,High,6,True
D010873,N28,Capital Night Buses,Road Closure,2024-12-08 04:12:00,88,Low,18,True
D010874,N5,Capital Night Buses,Accident,2024-11-17 22:41:00,139,High,4,True
D010875,N14,NightLine Ltd,Police Incident,2024-11-17 03:50:00,28,High,5,True
D010876,N16,StarRoute Services,Flooding,2024-10-07 05:27:00,85,Low,18,True
D010877,N8,NightLine Ltd,Special Event,2024-12-16 01:13:00,80,Medium,11,True
D010878,N7,UrbanNight Express,Flooding,2024-10-17 02:59:00,57,Low,15,True
D010879,N6,UrbanNight Express,Police Incident,2024-12-11 23:04:00,11,Medium,7,True
D010880,N22,NightLine Ltd,Special Event,2024-10-18 00:01:00,14,Low,17,True
D010881,N16,UrbanNight Express,Special Event,2024-12-20 23:21:00,63,Low,19,True
D010882,N30,NightLine Ltd,Accident,2024-12-02 02:20:00,16,Medium,3,True
D010883,N27,StarRoute Services,Accident,2024-12-08 03:40:00,34,Low,5,True
D010884,N11,Capital Night Buses,Police Incident,2024-10-05 23:45:00,65,Low,16,True
D010885,N14,UrbanNight Express,Road Closure,2024-12-14 02:54:00,146,High,11,True
D010886,N15,UrbanNight Express,Vehicle Breakdown,2024-12-27 03:48:00,136,Low,2,False
D010887,N14,UrbanNight Express,Accident,2024-11-14 05:41:00,13,High,16,True
D010888,N14,NightLine Ltd,Flooding,2024-12-31 03:09:00,101,Medium,10,True
D010889,N5,NightLine Ltd,Flooding,2024-11-29 04:56:00,66,Low,1,True
D010890,N25,StarRoute Services,Flooding,2024-12-07 22:34:00,31,Low,10,True
D010891,N17,Capital Night Buses,Flooding,2024-10-18 03:02:00,20,Low,15,False
D010892,N29,StarRoute Services,Accident,2024-10-07 04:30:00,39,Low,18,True
D010893,N30,MidCity Transit,Accident,2024-10-25 22:47:00,136,Low,15,True
D010894,N7,Capital Night Buses,Accident,2024-10-06 05:15:00,135,High,10,False
D010895,N29,NightLine Ltd,Special Event,2024-10-31 01:36:00,12,Medium,5,True
D010896,N20,MidCity Transit,Special Event,2024-12-22 05:55:00,24,High,6,True
D010897,N26,MidCity Transit,Police Incident,2024-11-11 05:43:00,131,Low,7,True
D010898,N6,NightLine Ltd,Accident,2024-12-01 23:48:00,110,Low,7,True
D010899,N30,StarRoute Services,Vehicle Breakdown,2024-10-01 23:22:00,73,Medium,15,True
D010900,N26,Capital Night Buses,Vehicle Breakdown,2024-11-20 00:08:00,102,Medium,19,True
D010901,N11,NightLine Ltd,Accident,2024-11-18 02:11:00,86,High,5,True
D010902,N30,StarRoute Services,Police Incident,2024-11-12 00:53:00,46,Medium,4,True
D010903,N4,StarRoute Services,Police Incident,2024-11-27 22:03:00,85,Low,9,True
D010904,N22,StarRoute Services,Police Incident,2024-11-04 03:40:00,83,High,15,False
D010905,N28,MidCity Transit,Vehicle Breakdown,2024-10-07 23:57:00,135,Medium,16,True
D010906,N8,UrbanNight Express,Accident,2024-11-07 00:54:00,56,Low,15,True
D010907,N24,MidCity Transit,Flooding,2024-11-25 03:17:00,151,Medium,16,True
D010908,N18,UrbanNight Express,Vehicle Breakdown,2024-10-15 01:36:00,26,Medium,10,True
D010909,N7,UrbanNight Express,Road Closure,2024-11-29 00:52:00,43,Low,18,True
D010910,N12,NightLine Ltd,Special Event,2024-12-01 00:20:00,126,Medium,4,False
D010911,N4,StarRoute Services,Road Closure,2024-12-14 22:06:00,84,High,14,True
D010912,N2,UrbanNight Express,Special Event,2024-11-30 04:37:00,86,Low,16,True
D010913,N24,UrbanNight Express,Special Event,2024-10-28 23:39:00,36,Low,12,True
D010914,N6,NightLine Ltd,Flooding,2024-11-12 02:17:00,128,Low,10,True
D010915,N29,Capital Night Buses,Flooding,2024-10-03 23:34:00,178,Medium,4,True
D010916,N28,MidCity Transit,Accident,2024-10-24 05:37:00,9,Low,11,True
D010917,N19,NightLine Ltd,Special Event,2024-10-08 01:53:00,48,Medium,4,True
D010918,N26,StarRoute Services,Road Closure,2024-11-07 05:47:00,66,Medium,18,True
D010919,N5,Capital Night Buses,Accident,2024-11-28 23:01:00,137,Medium,16,True
D010920,N6,UrbanNight Express,Accident,2024-10-22 02:32:00,54,Low,17,True
D010921,N3,Capital Night Buses,Accident,2024-11-15 02:17:00,23,High,8,True
D010922,N10,StarRoute Services,Road Closure,2024-10-27 00:02:00,167,High,11,True
D010923,N12,Capital Night Buses,Accident,2024-11-15 23:29:00,155,Low,3,True
D010924,N29,Capital Night Buses,Accident,2024-11-12 02:11:00,119,High,18,True
D010925,N16,UrbanNight Express,Special Event,2024-12-08 22:46:00,80,Medium,16,True
D010926,N4,MidCity Transit,Special Event,2024-11-07 00:18:00,9,Low,14,True
D010927,N6,Capital Night Buses,Flooding,2024-11-05 22:37:00,103,Low,5,True
D010928,N13,StarRoute Services,Road Closure,2024-10-09 00:29:00,163,Medium,1,True
D010929,N13,NightLine Ltd,Police Incident,2024-10-15 23:51:00,174,Medium,11,True
D010930,N6,MidCity Transit,Vehicle Breakdown,2024-12-08 22:38:00,158,Low,8,True
D010931,N18,MidCity Transit,Flooding,2024-12-03 00:23:00,40,Low,10,True
D010932,N16,NightLine Ltd,Vehicle Breakdown,2024-12-17 01:32:00,67,Low,1,True
D010933,N24,UrbanNight Express,Police Incident,2024-12-19 02:31:00,158,Medium,18,True
D010934,N12,Capital Night Buses,Accident,2024-10-10 04:10:00,99,Medium,15,True
D010935,N12,StarRoute Services,Police Incident,2024-12-07 01:51:00,9,High,2,True
D010936,N15,UrbanNight Express,Special Event,2024-12-31 03:09:00,132,Low,12,False
D010937,N10,StarRoute Services,Police Incident,2024-12-09 03:22:00,163,Medium,11,True
D010938,N13,NightLine Ltd,Special Event,2024-12-19 05:14:00,100,Low,10,True
D010939,N25,NightLine Ltd,Vehicle Breakdown,2024-11-20 05:58:00,63,Low,17,True
D010940,N16,NightLine Ltd,Road Closure,2024-11-29 03:30:00,90,Low,14,True
D010941,N28,MidCity Transit,Flooding,2024-11-06 02:56:00,5,Low,10,True
D010942,N29,MidCity Transit,Flooding,2024-11-15 01:22:00,147,Low,7,True
D010943,N15,Capital Night Buses,Vehicle Breakdown,2024-10-20 05:33:00,153,Medium,10,True
D010944,N26,UrbanNight Express,Accident,2024-10-04 00:35:00,7,Low,5,False
D010945,N29,StarRoute Services,Police Incident,2024-10-13 03:46:00,156,Low,19,True
D010946,N8,MidCity Transit,Vehicle Breakdown,2024-10-29 02:58:00,83,Medium,17,False
D010947,N13,Capital Night Buses,Road Closure,2024-10-24 23:08:00,151,Medium,19,True
D010948,N12,Capital Night Buses,Flooding,2024-10-13 00:53:00,179,Low,10,True
D010949,N17,MidCity Transit,Vehicle Breakdown,2024-10-01 03:53:00,139,High,4,True
D010950,N21,MidCity Transit,Road Closure,2024-12-04 00:27:00,119,Medium,9,True
D010951,N10,MidCity Transit,Special Event,2024-12-19 23:05:00,148,Low,9,True
D010952,N3,StarRoute Services,Police Incident,2024-12-06 23:43:00,20,Medium,5,True
D010953,N21,StarRoute Services,Accident,2024-11-10 23:07:00,63,High,11,True
D010954,N18,NightLine Ltd,Road Closure,2024-10-23 04:01:00,92,Low,15,False
D010955,N17,MidCity Transit,Vehicle Breakdown,2024-12-19 05:57:00,149,High,5,True
D010956,N27,StarRoute Services,Accident,2024-11-26 01:54:00,114,Low,10,True
D010957,N1,Capital Night Buses,Special Event,2024-11-20 04:39:00,169,Low,1,True
D010958,N30,NightLine Ltd,Police Incident,2024-12-25 04:51:00,42,Medium,4,True
D010959,N3,NightLine Ltd,Special Event,2024-10-28 03:56:00,7,Low,11,True
D010960,N6,StarRoute Services,Special Event,2024-11-21 02:07:00,139,High,3,False
D010961,N10,Capital Night Buses,Special Event,2024-11-26 22:19:00,50,Low,17,False
D010962,N17,UrbanNight Express,Road Closure,2024-10-09 22:15:00,163,Medium,3,True
D010963,N20,NightLine Ltd,Vehicle Breakdown,2024-12-24 22:25:00,98,Low,2,True
D010964,N21,NightLine Ltd,Special Event,2024-12-09 02:37:00,130,Low,3,True
D010965,N8,Capital Night Buses,Special Event,2024-12-08 01:02:00,161,Low,4,True
D010966,N19,StarRoute Services,Special Event,2024-10-24 04:54:00,173,Low,17,True
D010967,N11,UrbanNight Express,Vehicle Breakdown,2024-12-09 03:04:00,100,High,12,True
D010968,N28,MidCity Transit,Special Event,2024-10-26 00:12:00,176,Low,3,True
D010969,N3,MidCity Transit,Road Closure,2024-12-29 04:07:00,105,Medium,7,False
D010970,N27,StarRoute Services,Police Incident,2024-10-14 02:19:00,122,Low,4,True
D010971,N15,NightLine Ltd,Special Event,2024-12-19 23:07:00,109,Medium,6,True
D010972,N1,Capital Night Buses,Accident,2024-12-24 04:17:00,88,High,12,False
D010973,N8,NightLine Ltd,Vehicle Breakdown,2024-12-13 22:28:00,147,Medium,18,True
D010974,N1,StarRoute Services,Police Incident,2024-11-01 03:55:00,68,High,7,True
D010975,N9,StarRoute Services,Road Closure,2024-12-15 01:00:00,36,Medium,2,False
D010976,N10,NightLine Ltd,Accident,2024-12-08 22:14:00,48,Low,8,True
D010977,N17,StarRoute Services,Flooding,2024-11-03 22:07:00,152,Low,12,True
D010978,N24,StarRoute Services,Road Closure,2024-12-08 22:48:00,172,Medium,2,False
D010979,N14,UrbanNight Express,Police Incident,2024-12-06 03:00:00,111,High,2,True
D010980,N6,Capital Night Buses,Vehicle Breakdown,2024-11-08 02:53:00,129,Low,2,True
D010981,N6,Capital Night Buses,Vehicle Breakdown,2024-12-24 23:32:00,141,Medium,4,True
D010982,N21,StarRoute Services,Flooding,2024-10-23 01:11:00,141,Medium,12,True
D010983,N11,UrbanNight Express,Flooding,2024-10-08 04:08:00,121,Low,16,True
D010984,N30,NightLine Ltd,Flooding,2024-11-11 03:38:00,172,High,14,True
D010985,N9,NightLine Ltd,Vehicle Breakdown,2024-12-13 04:30:00,130,Medium,11,True
D010986,N12,Capital Night Buses,Road Closure,2024-10-30 03:13:00,162,Low,14,True
D010987,N9,StarRoute Services,Police Incident,2024-10-25 04:48:00,11,Low,10,True
D010988,N3,MidCity Transit,Special Event,2024-10-01 03:22:00,177,Low,6,False
D010989,N19,NightLine Ltd,Vehicle Breakdown,2024-11-15 04:11:00,127,Medium,17,True
D010990,N11,NightLine Ltd,Vehicle Breakdown,2024-10-08 04:37:00,129,Low,4,True
D010991,N30,StarRoute Services,Accident,2024-12-28 04:32:00,143,Medium,15,True
D010992,N13,Capital Night Buses,Police Incident,2024-11-07 01:15:00,128,Medium,7,True
D010993,N2,MidCity Transit,Accident,2024-12-21 01:26:00,116,Low,10,False
D010994,N21,StarRoute Services,Flooding,2024-12-11 22:03:00,177,Low,7,True
D010995,N10,Capital Night Buses,Flooding,2024-11-17 22:41:00,5,Medium,19,False
D010996,N21,MidCity Transit,Flooding,2024-12-14 00:57:00,132,High,6,True
D010997,N17,Capital Night Buses,Accident,2024-11-28 03:29:00,81,Medium,2,True
D010998,N7,MidCity Transit,Police Incident,2024-12-28 02:16:00,50,High,11,True
D010999,N3,MidCity Transit,Vehicle Breakdown,2024-10-21 01:20:00,33,Low,6,False
D011000,N24,StarRoute Services,Police Incident,2024-10-17 05:11:00,90,High,7,True
D011001,N27,NightLine Ltd,Accident,2024-11-14 01:40:00,155,Low,15,False
D011002,N2,Capital Night Buses,Accident,2024-10-19 23:38:00,163,Low,8,False
D011003,N25,StarRoute Services,Road Closure,2024-10-30 04:05:00,90,Low,2,True
D011004,N13,StarRoute Services,Flooding,2024-11-12 05:32:00,178,Medium,14,True
D011005,N2,MidCity Transit,Special Event,2024-11-12 04:25:00,146,Low,6,True
D011006,N11,MidCity Transit,Police Incident,2024-12-23 05:49:00,72,Low,6,True
D011007,N24,Capital Night Buses,Special Event,2024-10-08 03:34:00,96,High,13,True
D011008,N1,Capital Night Buses,Special Event,2024-10-28 23:16:00,129,Medium,12,False
D011009,N12,Capital Night Buses,Road Closure,2024-10-11 02:32:00,82,Low,15,True
D011010,N20,StarRoute Services,Special Event,2024-12-02 04:04:00,53,Low,5,True
D011011,N24,NightLine Ltd,Vehicle Breakdown,2024-12-25 02:04:00,70,Low,19,True
D011012,N26,UrbanNight Express,Special Event,2024-12-06 04:26:00,76,Low,1,True
D011013,N29,MidCity Transit,Accident,2024-10-03 22:03:00,163,Low,3,True
D011014,N23,Capital Night Buses,Road Closure,2024-10-17 04:10:00,54,Low,15,True
D011015,N16,StarRoute Services,Special Event,2024-11-04 00:14:00,127,Medium,19,True
D011016,N7,MidCity Transit,Special Event,2024-12-01 03:42:00,100,Low,7,True
D011017,N24,Capital Night Buses,Police Incident,2024-12-15 23:02:00,142,Low,4,True
D011018,N14,NightLine Ltd,Police Incident,2024-12-04 22:26:00,55,Medium,8,True
D011019,N1,MidCity Transit,Accident,2024-12-26 02:43:00,143,Medium,12,True
D011020,N5,UrbanNight Express,Vehicle Breakdown,2024-10-15 00:01:00,58,High,16,True
D011021,N5,UrbanNight Express,Road Closure,2024-12-16 22:58:00,70,Low,2,True
D011022,N28,NightLine Ltd,Special Event,2024-11-01 23:26:00,11,Low,9,True
D011023,N26,MidCity Transit,Road Closure,2024-10-18 05:12:00,163,Low,16,True
D011024,N18,UrbanNight Express,Police Incident,2024-11-13 02:16:00,67,Low,8,True
D011025,N3,MidCity Transit,Special Event,2024-12-05 03:26:00,104,High,19,True
D011026,N1,NightLine Ltd,Road Closure,2024-11-23 02:48:00,135,Low,2,True
D011027,N2,UrbanNight Express,Special Event,2024-12-14 04:58:00,68,Low,14,True
D011028,N27,Capital Night Buses,Accident,2024-11-29 04:13:00,86,Low,15,True
D011029,N8,MidCity Transit,Flooding,2024-10-07 04:38:00,80,High,10,True
D011030,N8,MidCity Transit,Police Incident,2024-10-30 00:19:00,117,Low,15,True
D011031,N24,Capital Night Buses,Police Incident,2024-11-20 04:05:00,175,Medium,16,True
D011032,N6,MidCity Transit,Accident,2024-12-02 02:07:00,78,Low,19,True
D011033,N1,StarRoute Services,Police Incident,2024-12-10 05:19:00,151,High,2,True
D011034,N4,UrbanNight Express,Vehicle Breakdown,2024-12-23 01:32:00,118,Low,19,False
D011035,N22,Capital Night Buses,Road Closure,2024-12-18 22:58:00,68,Low,1,False
D011036,N16,NightLine Ltd,Police Incident,2024-10-29 23:49:00,150,Low,17,True
D011037,N14,StarRoute Services,Police Incident,2024-10-31 00:13:00,23,Low,9,True
D011038,N28,MidCity Transit,Special Event,2024-10-04 01:32:00,106,Medium,18,True
D011039,N19,UrbanNight Express,Special Event,2024-11-25 23:55:00,34,Medium,17,False
D011040,N3,MidCity Transit,Accident,2024-12-08 03:55:00,104,Low,17,False
D011041,N25,StarRoute Services,Police Incident,2024-10-24 04:28:00,21,Low,9,True
D011042,N11,StarRoute Services,Flooding,2024-11-15 04:56:00,122,High,19,True
D011043,N27,Capital Night Buses,Police Incident,2024-10-13 00:58:00,60,Low,7,True
D011044,N19,Capital Night Buses,Road Closure,2024-12-22 04:26:00,14,Medium,19,True
D011045,N10,StarRoute Services,Vehicle Breakdown,2024-10-03 05:15:00,103,High,15,True
D011046,N6,UrbanNight Express,Special Event,2024-10-20 03:01:00,102,Low,4,True
D011047,N10,StarRoute Services,Road Closure,2024-10-18 03:22:00,23,Medium,9,True
D011048,N30,Capital Night Buses,Special Event,2024-10-10 01:15:00,155,Low,10,True
D011049,N30,Capital Night Buses,Police Incident,2024-12-25 04:02:00,166,Low,16,True
D011050,N1,UrbanNight Express,Police Incident,2024-11-17 22:46:00,33,Low,8,True
D011051,N7,UrbanNight Express,Police Incident,2024-11-10 04:47:00,163,Low,16,True
D011052,N21,Capital Night Buses,Flooding,2024-11-25 02:09:00,178,Medium,14,True
D011053,N17,MidCity Transit,Police Incident,2024-10-19 04:12:00,163,Low,12,True
D011054,N19,Capital Night Buses,Police Incident,2024-11-09 00:53:00,165,High,14,True
